"page","url","status","bytes"
"papers-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/papers-japanese.html","200","22218"
"top-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/top-japanese.html","200","7314"
"CV-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/CV-japanese.html","200","1821"
"students-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/students-japanese.html","200","33953"
"thoughts-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/thoughts-japanese.html","200","25894"
"news-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/news-japanese.html","200","160813"
"research-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/research-japanese.html","200","16347"
"travel-japanese.html","https://www.kurims.kyoto-u.ac.jp/~motizuki/travel-japanese.html","200","17541"
