"file","url","status","bytes","sha256"
"rirekisho.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/rirekisho.pdf","already-present","35512","9A2BFD15D855B2587F0CC160BC9C017E6B3581CFDA12D566A45377FE35F5FB91"
"Risanfuchikan no almost etale extensions (gakuseiyou no nooto).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Risanfuchikan%20no%20almost%20etale%20extensions%20(gakuseiyou%20no%20nooto).pdf","already-present","384489","0816C08CB3D29266D6EECB353B3B204FC8ACF94B5C9D0D5F8029E426D0FD8C49"
"ronbun-list.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/ronbun-list.pdf","already-present","117879","EE12C50CA464931DF83D8E0DB6340A07B8E5B1BE1A7DE0B08E76FB2A511CB47C"
"Rpt2018.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Rpt2018.pdf","already-present","321261","582E3F60E9461C127617844D92440DD60720EE9291DA3A693270BCF195221882"
"Semi-graphs of Anabelioids (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Semi-graphs%20of%20Anabelioids%20(comments).pdf","already-present","93533","CDD2C6A2714B6E91149017E02CF08B381343BE8818721AE1CAC8D1F032CD26E6"
"Semi-graphs of Anabelioids.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Semi-graphs%20of%20Anabelioids.pdf","already-present","573052","DCC05B22FF858AF670C9346CA7A483D4D9B640DF5561EC0E82C27314A2416892"
"Shuukishou no jushoukouen (Tamagawa-shi) 1997-09.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Shuukishou%20no%20jushoukouen%20(Tamagawa-shi)%201997-09.pdf","already-present","166347","6D3BEF7CE41789948E1CC8629E1BC43C89E892B6D1C818A6D672D5DA9B7B7731"
"sokkuri-hausu-link-japanese (fonto umekomi ban).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/sokkuri-hausu-link-japanese%20(fonto%20umekomi%20ban).pdf","already-present","81293","220379B4B44C049AB28F8E2173E1A1E5903A797420BE688251BADF0B843A9629"
"sokkuri-hausu-link-japanese.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/sokkuri-hausu-link-japanese.pdf","already-present","130982","0014051E036A929DC30CE480E0A035F6D53F5F21ABC4E5E8193DBB73283B285F"
"Suuronkika no fuukei.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Suuronkika%20no%20fuukei.pdf","already-present","201630","BB1EAFC0A1AED7E45665A75B59DD39D5809FA986C32D687492C4309D6A70B022"
"Suuronteki log scheme no kenrontekihyouji kara mita daen kyokusen no suuron (Hokudai 2003-11).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Suuronteki%20log%20scheme%20no%20kenrontekihyouji%20kara%20mita%20daen%20kyokusen%20no%20suuron%20(Hokudai%202003-11).pdf","already-present","4880096","719173E191B1ABB37AD4F73FDD4E612C339AA77BA8920D9EDA5D773BEFE6682F"
"Suutai to isoukyoumen ni kyoutsuusuru nijigen no gunrontekikika.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Suutai%20to%20isoukyoumen%20ni%20kyoutsuusuru%20nijigen%20no%20gunrontekikika.pdf","already-present","406583","83E160EB357E9C44479FEEAC1BC258591187643819F8D2E3304BC829EDC10EBF"
"taguchi-san-no-nooto.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/taguchi-san-no-nooto.pdf","already-present","121351","7BD87AF64EFE865578D0426C077676B415284A691C86C2C0F7923595710F473B"
"Takoushiki no kai no kinji ga torimotsu suuron to kika no kankei.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Takoushiki%20no%20kai%20no%20kinji%20ga%20torimotsu%20suuron%20to%20kika%20no%20kankei.pdf","already-present","561309","CF0EBA8B66D39B1BDB30E7CC03FC1DD5F9F44319B7C943B106B48D2F353008E8"
"tamagawa-mochizuki-shinichi-san-no-suugaku.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/tamagawa-mochizuki-shinichi-san-no-suugaku.pdf","already-present","152690","EB9150FB7DAA135E9D52256613CB5ED6A6A03DB830508411F727A883F7BC36B2"
"Tan --- Introduction to inter-universal Teichmuller theory (slides).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tan%20---%20Introduction%20to%20inter-universal%20Teichmuller%20theory%20(slides).pdf","already-present","447034","B846B25897F084E4305D384F2518AE866148290FE45154610A1FB25F91A86E7C"
"Tch Dilations of Varying Hues (ICMS 2025 version) [marked up version].pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tch%20Dilations%20of%20Varying%20Hues%20(ICMS%202025%20version)%20%5Bmarked%20up%20version%5D.pdf","already-present","982544","3A84AC9CDACE2E86AF084F87DAAE50DDBF872DF5725231BC634E5DCEF7FA27BB"
"Tch Dilations of Varying Hues (ICMS 2025 version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tch%20Dilations%20of%20Varying%20Hues%20(ICMS%202025%20version).pdf","already-present","919827","47D38161B1B4C437C8298C04D091C4A26E6842AB41E48D1B84413E544F156C4B"
"Tempered Anabelian Geometry (Hiroshima 2005-02).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tempered%20Anabelian%20Geometry%20(Hiroshima%202005-02).pdf","already-present","1319978","047297BE6A76BAF7EFB65EE3B92D6D2F5092CD6E02CA029DD464A82F06FBE966"
"The Algebraic and Anabelian Geometry of Configuration Spaces (comments on strongly torsion-free groups).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Algebraic%20and%20Anabelian%20Geometry%20of%20Configuration%20Spaces%20(comments%20on%20strongly%20torsion-free%20groups).pdf","already-present","87490","3A066A2AE2CCD21D7A329EDFDD7882C8D68CD52BF41D74332BF356A4C1DBEC1F"
"The Algebraic and Anabelian Geometry of Configuration Spaces (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Algebraic%20and%20Anabelian%20Geometry%20of%20Configuration%20Spaces%20(comments).pdf","already-present","32942","16D0EE5623067DF90F4776C71A7361C51F16C489E3D1EC302F80B14C1C3BE26C"
"The Algebraic and Anabelian Geometry of Configuration Spaces.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Algebraic%20and%20Anabelian%20Geometry%20of%20Configuration%20Spaces.pdf","already-present","385947","A444035A2F4870C81F3BA7BBF25435855D625EFE99EA2C007C712D421887F256"
"The Etale Theta Function and its Frobenioid-theoretic Manifestations (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Etale%20Theta%20Function%20and%20its%20Frobenioid-theoretic%20Manifestations%20(comments).pdf","already-present","110820","5906B257B6125FEBBD13B58829332E4448A7548E167E0F17187F4B23B11D6169"
"The Etale Theta Function and its Frobenioid-theoretic Manifestations (related expositions).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Etale%20Theta%20Function%20and%20its%20Frobenioid-theoretic%20Manifestations%20(related%20expositions).pdf","already-present","33096","B8D1D8136EC0BBDBD29CA2456E18AEB2B31E60206332F0C643C1C110E25005E3"
"The Etale Theta Function and its Frobenioid-theoretic Manifestations.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Etale%20Theta%20Function%20and%20its%20Frobenioid-theoretic%20Manifestations.pdf","already-present","814566","42C5D9180C69BC9FA6596CE1A11662494315954ED74301060BF1819F955A7406"
"The Galois-Theoretic Kodaira-Spencer Morphism of an Elliptic Curve.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Galois-Theoretic%20Kodaira-Spencer%20Morphism%20of%20an%20Elliptic%20Curve.pdf","already-present","242492","A75549E2613746619C9652D93B751A91C344CE14BE1BF2CA110D52030C4E1910"
"The Geometry of Anabelioids (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20Anabelioids%20(comments).pdf","already-present","37664","9F43CD2292F13CD016C305C4A61F9327F6BEF190A9AB95F75DD8E9FAF9D7B576"
"The Geometry of Anabelioids.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20Anabelioids.pdf","already-present","375972","78A92A9B6D9A0AB41FA6172C676B5FA5D281F16B0CF0A935712991F52ACE2028"
"The Geometry of Frobenioids I (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20Frobenioids%20I%20(comments).pdf","already-present","77139","540C0C62630DC98B6FECD284C73B78DC60104C82CF1581B019CC6341CC0BB854"
"The Geometry of Frobenioids I.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20Frobenioids%20I.pdf","already-present","804375","8E5AC14E3AADB457EE4EDDE81A325B64B060CEFB14712D70CF2CA66B373AAF53"
"The Geometry of Frobenioids II (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20Frobenioids%20II%20(comments).pdf","already-present","62249","206A9AE9572C9E9B46ED6BC62F2B50E733C4C4F61862AC66186D1C2FC7C31036"
"The Geometry of Frobenioids II.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20Frobenioids%20II.pdf","already-present","514623","0185E64C4107123A20D2FD72F6E5A5FF8E5C1356D3CAEE69B7D5700E291AC0A9"
"The Geometry of the Compactification of the Hurwitz Scheme (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20the%20Compactification%20of%20the%20Hurwitz%20Scheme%20(comments).pdf","already-present","31155","6C9E2E497F996282DCF3D7FCF0E06B59E9918D4EA6C3BA8EC3FE2D7EF8973840"
"The Geometry of the Compactification of the Hurwitz Scheme.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Geometry%20of%20the%20Compactification%20of%20the%20Hurwitz%20Scheme.pdf","already-present","541026","637A3FD7D18EF511C57E5A4D59B7E28AEDE3A08BD9518CF160EC14C344638E6E"
"The Grothendieck Conjecture on the Fundamental Groups of Algebraic Curves.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Grothendieck%20Conjecture%20on%20the%20Fundamental%20Groups%20of%20Algebraic%20Curves.pdf","already-present","227737","130FDD9EC19902979EFD6DEBC59884292B21061121DED6CF7AE7ECC0622D447F"
"The Hodge-Arakelov Theory of Elliptic Curves (Berkeley 1999-09).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Hodge-Arakelov%20Theory%20of%20Elliptic%20Curves%20(Berkeley%201999-09).pdf","already-present","81482","B57488488F9D2B6C5D6BE7C73E021B69EC845C583737114319789FD98452F19C"
"The Hodge-Arakelov Theory of Elliptic Curves (Hotaka 2000-07).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Hodge-Arakelov%20Theory%20of%20Elliptic%20Curves%20(Hotaka%202000-07).pdf","already-present","83500","699C72F483CF322230A81C89E51A63DEF1C8B2F2FFB30B70EDF02BAF71A9A5DB"
"The Hodge-Arakelov Theory of Elliptic Curves (Utrecht 2000-06).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Hodge-Arakelov%20Theory%20of%20Elliptic%20Curves%20(Utrecht%202000-06).pdf","already-present","81315","C2E4AD731E3E857614807CAEEC0607455D7FE9112825602535ED8CEBBD982E4A"
"The Hodge-Arakelov Theory of Elliptic Curves in Positive Characteristic.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Hodge-Arakelov%20Theory%20of%20Elliptic%20Curves%20in%20Positive%20Characteristic.pdf","already-present","237571","17254EF5B07C71DBD32B0FAE95B4E135AF20F82114BFDB7DC7DC97366A2B16C8"
"The Hodge-Arakelov Theory of Elliptic Curves.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Hodge-Arakelov%20Theory%20of%20Elliptic%20Curves.pdf","already-present","2057208","C82E4A9D9DF328896206DC9ED9003A850906B1B6D41805E9E3687003E4CA3653"
"The Intrinsic Hodge Theory of Hyperbolic Curves (Seoul 1998).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Intrinsic%20Hodge%20Theory%20of%20Hyperbolic%20Curves%20(Seoul%201998).pdf","already-present","158969","3B05322175F8297B78DA48ED34D92E00E74049DFE1FF5B06BC2F7536FC5ABF80"
"The Intrinsic Hodge Theory of p-adic Hyperbolic Curves (ICM 98).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Intrinsic%20Hodge%20Theory%20of%20p-adic%20Hyperbolic%20Curves%20(ICM%2098).pdf","already-present","73221","8488F60C2D8CD9C24AD847A850B78B923E2DE95A45FAED49AC1BE5BC044994AF"
"The Intrinsic Hodge Theory of p-adic Hyperbolic Curves (ICM98).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Intrinsic%20Hodge%20Theory%20of%20p-adic%20Hyperbolic%20Curves%20(ICM98).pdf","already-present","108784","7A87A2E4AB3EA7E3148058E6B24CD45F32BF4BD8A85A918D857053004791496C"
"The Intrinsic Hodge Theory of p-adic Hyperbolic Curves (Nara 1998).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Intrinsic%20Hodge%20Theory%20of%20p-adic%20Hyperbolic%20Curves%20(Nara%201998).pdf","already-present","79983","AA4041F83015E78A771F0D5CCCA40EF22951A476EC636E15C9D742528C03E268"
"The Intrinsic Hodge Theory of p-adic Hyperbolic Curves (Nara 1998-12).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Intrinsic%20Hodge%20Theory%20of%20p-adic%20Hyperbolic%20Curves%20(Nara%201998-12).pdf","already-present","80945","C98AD17E8E7CFA8446AB5ED005C66D456FD9D91EC3B094D86730F8F03FAE4527"
"The Intrinsic Hodge Theory of p-adic Hyperbolic Curves (Oberwolfach 1996-07).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Intrinsic%20Hodge%20Theory%20of%20p-adic%20Hyperbolic%20Curves%20(Oberwolfach%201996-07).pdf","already-present","93708","04E61BDFCAA6E593D76AE90BC37533FAFB175D699E830DD9A850CDE878E146A1"
"The Local Pro-p Anabelian Geometry of Curves (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Local%20Pro-p%20Anabelian%20Geometry%20of%20Curves%20(comments).pdf","already-present","23725","E01D70ACF57510305038D55EABAF1AEA348DDF9A6B4DB13798F6387D51C2B5F3"
"The Local Pro-p Anabelian Geometry of Curves.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Local%20Pro-p%20Anabelian%20Geometry%20of%20Curves.pdf","already-present","718609","6E7FFD16F4C074068CC616A051BFCFBA04A4DC412B1EE7465C732D0383B8A2CC"
"The Profinite Grothendieck Conjecture for Closed Hyperbolic Curves over Number Fields (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Profinite%20Grothendieck%20Conjecture%20for%20Closed%20Hyperbolic%20Curves%20over%20Number%20Fields%20(comments).pdf","already-present","26904","B6E66E8230BAB4737B2A936A6B6CBD3234233EB48AE766B8158175390F976456"
"The Profinite Grothendieck Conjecture for Closed Hyperbolic Curves over Number Fields.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Profinite%20Grothendieck%20Conjecture%20for%20Closed%20Hyperbolic%20Curves%20over%20Number%20Fields.pdf","already-present","357975","8A64AA9AAD9DF55D512E1E931C428A870BB233CE11834D0B9413AC882D72E939"
"The Scheme-theoretic Theta Convolution.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/The%20Scheme-theoretic%20Theta%20Convolution.pdf","already-present","358951","C7D306F18FE4773B111D846789D5D4E1B0037AA79D8112B474F817BDEED7335C"
"Title and abstract (Shinichi Mochizuki, Workshop on Arithmetic and Homotopic Galois Theory 2023).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Title%20and%20abstract%20(Shinichi%20Mochizuki,%20Workshop%20on%20Arithmetic%20and%20Homotopic%20Galois%20Theory%202023).pdf","already-present","90671","BF093C38316A490BDE0A4F8DCA5445A2C4AD387459446C9ED2440D43D78184BE"
"Topics in Absolute Anabelian Geometry I (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Topics%20in%20Absolute%20Anabelian%20Geometry%20I%20(comments).pdf","already-present","43904","6B94EE8F41EEA8024752F3A4D78BFBB8B442F2B42F1278428B15C9FEE8A6489B"
"Topics in Absolute Anabelian Geometry I.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Topics%20in%20Absolute%20Anabelian%20Geometry%20I.pdf","already-present","619112","1ECD5A709D72AB532070EC19C8CA4811D21288E8E0358B8ADC11F0AA9AE0D082"
"Topics in Absolute Anabelian Geometry II (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Topics%20in%20Absolute%20Anabelian%20Geometry%20II%20(comments).pdf","already-present","46805","D5357F32B2AEC63CF9DB5E0AC00E2B1617E2C89790DBCAD2A8DEE00933317766"
"Topics in Absolute Anabelian Geometry II.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Topics%20in%20Absolute%20Anabelian%20Geometry%20II.pdf","already-present","629596","48C5F190EAC3026E80ECD82207A8003267E30CE76C4A85BB6B35D1A12EE34139"
"Topics in Absolute Anabelian Geometry III (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Topics%20in%20Absolute%20Anabelian%20Geometry%20III%20(comments).pdf","already-present","38692","DD631BDF387AD80AF9F1C7D80273DF082F334B9A0A4F8EA41D36AFC25F0AC674"
"Topics in Absolute Anabelian Geometry III.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Topics%20in%20Absolute%20Anabelian%20Geometry%20III.pdf","already-present","1132226","E8115DF30A86DEA26E2EBF60CB333558FF28FE3E4D57017A80421787B53421A9"
"Topics Surrounding the Anabelian Geometry of Hyperbolic Curves.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Topics%20Surrounding%20the%20Anabelian%20Geometry%20of%20Hyperbolic%20Curves.pdf","already-present","371166","60E4E921642A98EF8DB32DEE9D39469AABE26476FD784F9CB87D688E22D4AAA9"
"Tripodal transport (marked up version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tripodal%20transport%20(marked%20up%20version).pdf","already-present","1674314","81DEC935284EBCC021CDB823FA814EFC7E990D877376D44D5158510E9CE56E3D"
"Tripodal transport (Microsoft Whiteboard Image).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tripodal%20transport%20(Microsoft%20Whiteboard%20Image).pdf","already-present","1029544","D8E1BF759EEE8933CB3661FF6CAFEAE05FBCDD1EC491EEDAA4738E57C24BAA59"
"Tripodal transport.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tripodal%20transport.pdf","already-present","151564","6A8933A1EB77AF81762D3BF916EF5DCD760A56FBB74C44840B8EFC0A3AA13DA3"
"Tsuujou p-shin kyokusen no riron (1997nen izen).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Tsuujou%20p-shin%20kyokusen%20no%20riron%20(1997nen%20izen).pdf","already-present","204622","E4C66ECA53A275499F92686D8818758BFB5BF5834DD2E354268CC4ABD75C7FFA"
"Uchuusai ni tsuite no FAQ.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Uchuusai%20ni%20tsuite%20no%20FAQ.pdf","already-present","24496","AE37C10A0CD5FB06095058A6D55DE15CC713FF3D4BC2DB3E55E808D5FCCD2280"
"Uchuusai Taihimyuuraa riron he no izanai (2+2jikanban).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Uchuusai%20Taihimyuuraa%20riron%20he%20no%20izanai%20(2+2jikanban).pdf","already-present","369328","327A6933BC40DF88F0A71AF710B454D6430BF0D07FA24E21C53268E3ECBE7AF6"
"Uchuusai Taihimyuuraa riron he no izanai (2015-02).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Uchuusai%20Taihimyuuraa%20riron%20he%20no%20izanai%20(2015-02).pdf","already-present","380388","7FB84868DF329E4DEED1D7A5BE98CFC4A7F30DE80E2C201E2A561F08EC5D0F7A"
"Uchuusai Taihimyuuraa riron he no izanai (3jikanban).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Uchuusai%20Taihimyuuraa%20riron%20he%20no%20izanai%20(3jikanban).pdf","already-present","365348","80A8AE6FCF3743EE54D42D0ACB3979663097FC81371F70A318D1AFBEFE4620ED"
"Uchuusai Taihimyuuraa riron he no izanai (kakudaiban).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Uchuusai%20Taihimyuuraa%20riron%20he%20no%20izanai%20(kakudaiban).pdf","already-present","295529","2F28D5EC78D8B912A4F351908901660078E273F4382E9D55A48A61D75F75C646"
"Uchuusai Taihimyuuraa riron he no izanai (lecture note ban).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Uchuusai%20Taihimyuuraa%20riron%20he%20no%20izanai%20(lecture%20note%20ban).pdf","already-present","381718","7219D454FE2E92BD6552C779E41539F023B5FB6D22AD1E4BB44AC27006556CD9"
"Uchuusai Taihimyuuraa riron he no izanai.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Uchuusai%20Taihimyuuraa%20riron%20he%20no%20izanai.pdf","already-present","226217","D2D720417BA0B2E059D2826038FF744E602666DADD581A57BEE8DA5ECB2BBC75"
"wakabayashi-master-2011-03.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/wakabayashi-master-2011-03.pdf","already-present","296549","D86348589FA4438276D24859A657070679961C6138E8D5B7F80787332A53DBA9"
