"file","url","status","bytes","sha256"
"Bogomolov from the Point of View of Inter-universal Teichmuller Theory.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Bogomolov%20from%20the%20Point%20of%20View%20of%20Inter-universal%20Teichmuller%20Theory.pdf","already-present","223992","C6055D416C11A251EA2F6D1910B0902FAC7C24873E15A3C1115C75CE426C30CD"
"Canonical Liftings (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Canonical%20Liftings%20(comments).pdf","already-present","38565","51E391814C9D57B57A0D241E9C851EA45B986FF3ADBA02305E73C68A37F758DF"
"Canonical Liftings.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Canonical%20Liftings.pdf","already-present","246691","DCF986ECBB06D4E9CB49F6FF92D7417D7E63CE946FD1403B1128E416D9AC807A"
"Categorical Representation of Arithmetic Log Schemes - with Applications to the Arithmetic of Elliptic Curves (Tokyo 2004-02).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categorical%20Representation%20of%20Arithmetic%20Log%20Schemes%20-%20with%20Applications%20to%20the%20Arithmetic%20of%20Elliptic%20Curves%20(Tokyo%202004-02).pdf","already-present","1284419","9E8B9F0B9394781FF180DF3B46D6DBB06BFDB5F5F303A0C3B37E8095133F7465"
"Categorical Representation of Locally Noetherian Log Schemes (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categorical%20Representation%20of%20Locally%20Noetherian%20Log%20Schemes%20(comments).pdf","already-present","42039","9A43D22F41DE0BCFEE65488812E7BCDFD6418CF2B2AB637E7CFD3C5125A7C83F"
"Categorical Representation of Locally Noetherian Log Schemes.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categorical%20Representation%20of%20Locally%20Noetherian%20Log%20Schemes.pdf","already-present","213875","80B6ECFA8B0FE0124C660AC07389CDF186C82AF85C465B1654E7915B087EADE5"
"Categories of Hyperbolic Riemann Surfaces (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categories%20of%20Hyperbolic%20Riemann%20Surfaces%20(comments).pdf","already-present","31044","E7FB0C94959C5AF7F88E8093344A091457C483C5FCC6D029B75476ED5110EAD9"
"Categories of Hyperbolic Riemann Surfaces.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categories%20of%20Hyperbolic%20Riemann%20Surfaces.pdf","already-present","296740","53FC4A9B6FF6D51A45149FF56A3DA723AEE2ED4AB282AE08422691667BF02F6E"
"Categories of Log Schemes with Archimedean Structures (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categories%20of%20Log%20Schemes%20with%20Archimedean%20Structures%20(comments).pdf","already-present","31725","72D93EBF48593B2D936DA03FBE41B49F446E8DEAC2073C756C60420A8BDF9748"
"Categories of Log Schemes with Archimedean Structures (LaTeX version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categories%20of%20Log%20Schemes%20with%20Archimedean%20Structures%20(LaTeX%20version).pdf","already-present","202837","E36170DCD50682FB0253BF968DEC6A45D54D438E19E84A2F935C82FAFBED349E"
"Categories of Log Schemes with Archimedean Structures.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Categories%20of%20Log%20Schemes%20with%20Archimedean%20Structures.pdf","already-present","179937","018CE4F06534B45E26C85C670E9372EE7B215279284573715601094F80466407"
"Classical roots of IUT (marked up version 2021-12-14).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Classical%20roots%20of%20IUT%20(marked%20up%20version%202021-12-14).pdf","already-present","584865","0D6FE0309A2ED50A5468051DF30F53DD529B1F411245282559824C2DD1D16B8B"
"Combinatorial absolute Galois groups.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20absolute%20Galois%20groups.pdf","already-present","657698","D171DBDB171E10237682796F5F36F7D4D68BC13356750DE76BF4B7A44A5B3ECC"
"Combinatorial Anabelian Topics I (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Anabelian%20Topics%20I%20(comments).pdf","already-present","56059","0CE7E66880B9BD7E1EAF36FA3775CCF9A047BDE2CC4013065D9AA342EC4FF246"
"Combinatorial Anabelian Topics I.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Anabelian%20Topics%20I.pdf","already-present","928246","5C623FD1CF71C87B52A7386550EF9E6304EA14900EBCBC29DFCED995073673AF"
"Combinatorial Anabelian Topics II.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Anabelian%20Topics%20II.pdf","already-present","1086851","FB303BFDE45538E4456241386F9464229D4885111B699131B3B360059FB7EC75"
"Combinatorial Anabelian Topics III.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Anabelian%20Topics%20III.pdf","already-present","695374","763D19BB5A4A9BF9EFDE2C89DAF9C72C0F43802C92AA09F77D032B261CF1F9F0"
"Combinatorial Anabelian Topics IV.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Anabelian%20Topics%20IV.pdf","already-present","829343","33803EB31B54FBA24CEFB0371FABAFC940308326BC948A0AC4826DB6FD64FFB9"
"Combinatorial Cuspidalization (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Cuspidalization%20(comments).pdf","already-present","40191","CF0E64D75C22AA93738389A9F683DA9E9F784AFFD95552267BB35B425147F28E"
"Combinatorial Cuspidalization.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Cuspidalization.pdf","already-present","554038","30679BA16F636666FFDA7ABE59F02A7BC81E5D8DC7E02594D064EC61AD3CC4FF"
"Combinatorial Grothendieck Conjecture (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Grothendieck%20Conjecture%20(comments).pdf","already-present","67839","08A45B35E56AA59DA636B461EA62C3101D43D37514CDB87CD3A499B1C896ACFD"
"Combinatorial Grothendieck Conjecture.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Grothendieck%20Conjecture.pdf","already-present","248286","4D2E91C13C816EABC2EDC08753ED62AE99881EE355BDE96066062EA4CF0BFF93"
"Combinatorial Section Conjecture and Pop-Stix.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Combinatorial%20Section%20Conjecture%20and%20Pop-Stix.pdf","already-present","87949","99C6CC6968B5286BE6D4421AF76AFC41B55997C4872AA5CCF85F097DDD3CB378"
"Comments on Valuations.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Comments%20on%20Valuations.pdf","already-present","71470","9A5F44A73D19AA0564A412F59E9393622560C22FC56772D3D2D3D3542891B4A0"
"Connections and Related Structures on the Universal Extension of an Elliptic Curve.PDF","https://www.kurims.kyoto-u.ac.jp/~motizuki/Connections%20and%20Related%20Structures%20on%20the%20Universal%20Extension%20of%20an%20Elliptic%20Curve.PDF","already-present","494926","2809B091EBDC4274509343724B2C02A2A840F3C915D792FDCBE75C1F62D313B5"
"Correspondences on Hyperbolic Curves (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Correspondences%20on%20Hyperbolic%20Curves%20(comments).pdf","already-present","28144","D38CE7538A6F865DB8F2EFFF6166FA1B01EC886E0A941B49BB9135886C721A88"
"Correspondences on Hyperbolic Curves.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Correspondences%20on%20Hyperbolic%20Curves.pdf","already-present","162817","5DC3075266D73CDCE1ACFF41FAC78594AF7277D28DB1D0D293AA79B96180F784"
"Daenkyokusen no hikakuteiri to thetakansuu (Toudai 1999-07).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Daenkyokusen%20no%20hikakuteiri%20to%20thetakansuu%20(Toudai%201999-07).pdf","already-present","71826","F49AA96599BB05CF6194D4F6CE136788EBB552C4A844A5226326ECC70FF21EBB"
"Daenkyokusen no Hodge-Arakelov riron (Kyoutodaigaku suuron goudou seminaa 1999-12).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Daenkyokusen%20no%20Hodge-Arakelov%20riron%20(Kyoutodaigaku%20suuron%20goudou%20seminaa%201999-12).pdf","already-present","195721","CC19EB8F6EE62E4887CFB559FD7482400CD6CCF281E48E71872989494FD5E658"
"Daenkyokusen no Hodge-Arakelov riron ni okeru en-aaberu kika+suuronteki bibun to ha nanika (Nagoya 2001-11).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Daenkyokusen%20no%20Hodge-Arakelov%20riron%20ni%20okeru%20en-aaberu%20kika+suuronteki%20bibun%20to%20ha%20nanika%20(Nagoya%202001-11).pdf","already-present","112071","05792FE16D2BCDDE27BE1565133B783547ABF3F34E96163D05FD886491A7CB80"
"Daisuukyokusen ni kansuru Grothendieck yosou - p-shin kika no shiten kara (Tsudajuku 1998-10).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Daisuukyokusen%20ni%20kansuru%20Grothendieck%20yosou%20-%20p-shin%20kika%20no%20shiten%20kara%20(Tsudajuku%201998-10).pdf","already-present","224861","543AF03917E41D7745BF34643D25C5ECBBE3E0F8DB459AF49F970835C50F1C6E"
"Daisuukyokusen ni kansuru Grothendieck yosou - p-shin kika no shiten kara (Tsudajuku genkou 1998-10).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Daisuukyokusen%20ni%20kansuru%20Grothendieck%20yosou%20-%20p-shin%20kika%20no%20shiten%20kara%20(Tsudajuku%20genkou%201998-10).pdf","already-present","2288476","81751A1AD2A2C7032CBB62F975BD65A40E2160E2E2E672D2AD22AD613491AA29"
"Daisuukyokusen ni kansuru Grothendieck yosou (ronsetsu).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Daisuukyokusen%20ni%20kansuru%20Grothendieck%20yosou%20(ronsetsu).pdf","already-present","337020","60FF68A172FAD504E42CE5D7E8F8054DCA0AE1843294B7BCFF19D199FE602331"
"Essential Logical Structure of Inter-universal Teichmuller Theory.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Essential%20Logical%20Structure%20of%20Inter-universal%20Teichmuller%20Theory.pdf","already-present","1021306","C0E63B629AA174AA065E93D08DEFE3E5D0837C8778AAB527383798BAF8CA6E32"
"Explicit estimates in IUTeich.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Explicit%20estimates%20in%20IUTeich.pdf","already-present","435083","4CACCE3F1085C4F58D6BF66C25F8E7C8C6344E6C3811F89AC43DF1E5F31D2D64"
"Extending Families of Curves over Log Regular Schemes.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Extending%20Families%20of%20Curves%20over%20Log%20Regular%20Schemes.pdf","already-present","267377","4E9D0FE36EE7E3A496E26EAA7155B0A244EC67D9B555DDD40AE99F25297E994D"
"FAQ on IUTeich.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/FAQ%20on%20IUTeich.pdf","already-present","254799","CFE49E61E2D55B53A1FE29B7D2C7F0B936014BE62ABB42FAC5A3682AE2546F56"
"Fibered products of Hopf algebras and Seifert-van Kampen theorem for semi-graphs of Tannakian categories.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Fibered%20products%20of%20Hopf%20algebras%20and%20Seifert-van%20Kampen%20theorem%20for%20semi-graphs%20of%20Tannakian%20categories.pdf","already-present","232004","3178318011DC38C013BFD4981C96F4032D01E735BC5FF9E37DBD52E7F03CEABF"
"Formalization of IUT (2026-04).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Formalization%20of%20IUT%20(2026-04).pdf","already-present","347480","9A32B2485B5875574D7470256D3414B88EE6AC3ED8A39A82EA7332E25072EE9C"
"Foundations (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Foundations%20(comments).pdf","already-present","71272","9E0A15936BEB493A6B782CB7B56242AAFE94547D2C4246EAB8CDB060F0F64418"
"Galois Sections (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Galois%20Sections%20(comments).pdf","already-present","24480","D62A52825D2CFB8CD6143E6B98B329FB1503CC427EBFFF9AFAECC04DC3779DB8"
"Galois Sections.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Galois%20Sections.pdf","already-present","219399","9C58AFAEA9378B791F31AE10CDCA108DE71C8F971A5838E68C3E4F8051CEC305"
"Global Solvably Closed Anabelian Geometry (LaTeX version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Global%20Solvably%20Closed%20Anabelian%20Geometry%20(LaTeX%20version).pdf","already-present","165721","663C886547585BCBC926A603BE992D0966A56DFC6ED8BF87D5071FEA9B02C103"
"Global Solvably Closed Anabelian Geometry.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Global%20Solvably%20Closed%20Anabelian%20Geometry.pdf","already-present","157875","A43821CEDF42127F45A8837435842792345F675B2D2EDBBC93625EFB0B9BA189"
"Grothendieck yosou (1997nen izen).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Grothendieck%20yosou%20(1997nen%20izen).pdf","already-present","155176","60FC572874DA5095028946E59F1B1AB9E419E655681A843569CDA4EE71C46AA2"
"GT Theory as a Species of Teichmuller Theory.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/GT%20Theory%20as%20a%20Species%20of%20Teichmuller%20Theory.pdf","already-present","474852","53191534000A11DB940D416263324E4BAB004BB3E0B2232444706A2C3F0613C2"
"hoshi-master-2006-03.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/hoshi-master-2006-03.pdf","already-present","702881","DFE07F79F741956388D67BE01ADEEFE8DF57872E5EAD4CD67D75AD220A19C2FC"
"ICM98 no houkoku.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/ICM98%20no%20houkoku.pdf","already-present","121362","47287302A3E0AD843235AFA6C1086DA23A1CD87D9150FC27FCC2DC404F4E203B"
"Inter-universal Hodge-Arakelov Theory (RIMS Kyoto 2005-12).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Inter-universal%20Hodge-Arakelov%20Theory%20(RIMS%20Kyoto%202005-12).pdf","already-present","3251695","B65517F8C3C9DDAC05D47B544A2C43726D63C5DE1278E18C23746A41B668B2B7"
"Inter-universal Teichmuller Theory --- a Progress Report.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Inter-universal%20Teichmuller%20Theory%20---%20a%20Progress%20Report.pdf","already-present","126292","D7779F5A4FF5F94FCDC47266FDA2D001FEB9A65D8038FBF25FB8394DDA8CC106"
"Inter-universal Teichmuller Theory I.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Inter-universal%20Teichmuller%20Theory%20I.pdf","already-present","1280589","7360E3ED27C235B5497A0743D3ED1646FBB97688547D16B7C784FC7F127F1F03"
"Inter-universal Teichmuller Theory II.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Inter-universal%20Teichmuller%20Theory%20II.pdf","already-present","1203855","180BFA6AADDC4AE37AF37ACAAD51F61E0A47B33B8255AD3169E28A970AE39B7C"
"Inter-universal Teichmuller Theory III.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Inter-universal%20Teichmuller%20Theory%20III.pdf","already-present","1307865","9A7EE3C77B1C7717210C0613EB39B6844649D0040DC3D9E1BE7D544F8F91A0B9"
"Inter-universal Teichmuller Theory IV (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Inter-universal%20Teichmuller%20Theory%20IV%20(comments).pdf","already-present","52041","15550DBFD94A2C6AD65FB64E874EB409E67D35ED9B4D44349E3CFB5C7042725E"
"Inter-universal Teichmuller Theory IV.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Inter-universal%20Teichmuller%20Theory%20IV.pdf","already-present","632447","5BF4B1E0A8C2686562A6859E5009D301335044CFB5EFEC5D3A9EDF764E4AF87F"
"Invitation to view IUT workshop videos.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Invitation%20to%20view%20IUT%20workshop%20videos.pdf","already-present","89715","40783C09CCC4DB0A6D5B08BF7C4C91270F707A89E671F72317764423FD986598"
"IUT as an Anabelian Gateway (IUGC2024 version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUT%20as%20an%20Anabelian%20Gateway%20(IUGC2024%20version).pdf","already-present","508535","8A041C9066E3CE65177F1DBB78DFD17B957BFC14D9A254FF8EE5D125C4AD1044"
"IUT as an Anabelian Gateway (IUT Summit 2025 version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUT%20as%20an%20Anabelian%20Gateway%20(IUT%20Summit%202025%20version).pdf","already-present","3933321","C8F8FCC72E22F84047EBDA3CED11F88EC1FE0ED00EC10E03A29E88E307C10755"
"IUT as an Anabelian Gateway (MFO-RIMS23 Abstract).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUT%20as%20an%20Anabelian%20Gateway%20(MFO-RIMS23%20Abstract).pdf","already-present","96968","48D6E62EFC830B061FCB43ACE285291A074259F4A0BFE848DC22BF45AB8A921D"
"IUT as an Anabelian Gateway (MFO-RIMS23 Oberwolfach Report).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUT%20as%20an%20Anabelian%20Gateway%20(MFO-RIMS23%20Oberwolfach%20Report).pdf","already-present","328139","C6B2CE00D78420A54C861C0E43EF157BC578375677BAF6214B2E1D7F480AD108"
"IUT as an Anabelian Gateway (MFO-RIMS23 version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUT%20as%20an%20Anabelian%20Gateway%20(MFO-RIMS23%20version).pdf","already-present","172215","D0802379D20CC9F57A4055F01FF7A1492361B67E2497029A34B2959F22784A77"
"IUT as an Anabelian Gateway.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUT%20as%20an%20Anabelian%20Gateway.pdf","already-present","322573","14B30A53D203C68AC7FEE1B25CCB0B7719712487D8A1B8446440319518E70C01"
"IUTeich Kenshou Houkoku 2013-12.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUTeich%20Kenshou%20Houkoku%202013-12.pdf","already-present","287849","CCE2EB396C4C77B481F39D4E03B5028A0D0498845F52E43374C88EFA2C507718"
"IUTeich Kenshou Houkoku 2014-12.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUTeich%20Kenshou%20Houkoku%202014-12.pdf","already-present","426449","845D87C2D32FA666414BFD2D7AD79B27E23C7A88816F1A392EAF8D59814868EE"
"IUTeich Verification Report 2013-12.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUTeich%20Verification%20Report%202013-12.pdf","already-present","69441","173D8419DFAB56E12FCA57383EA0485A378CCC6FA28EEBE42AB63F6F1D853612"
"IUT-report-2025-10.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/IUT-report-2025-10.pdf","already-present","169294","AF3562A010F9CC370B7CB5683975075A8AFCEFD6E80684067E089161AFC62F05"
"Jitsu fukusotayoutai no sekushon yosou to sokuchisen no kika (Hanshidai 2000-09).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Jitsu%20fukusotayoutai%20no%20sekushon%20yosou%20to%20sokuchisen%20no%20kika%20(Hanshidai%202000-09).pdf","already-present","146838","D1D8AF0EE217DC230F02536C932B9B7C4C355544F9B63532B7145B0F1889E069"
"jsps-prize-mochizuki-shinichi.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/jsps-prize-mochizuki-shinichi.pdf","already-present","60741","B474AD65655C39C916B4D989EAAF0C30D5EB80651885E0669A6C8337798688EC"
"Kako to genzai no kenkyu (fonto umekomi ban).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Kako%20to%20genzai%20no%20kenkyu%20(fonto%20umekomi%20ban).pdf","already-present","155286","883AAFAE303CEC0E67265DC22218DC0DC51D5461434DAA775DEFE5BFA5342277"
"Kako to genzai no kenkyu.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Kako%20to%20genzai%20no%20kenkyu.pdf","already-present","342838","DF8C1FC73DC80EE44EA152E9704EA77698CC47204474AA51EC07C19DF230C508"
"Kihongun ni utsuru soukyokuteki kyokusen no kouzou.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Kihongun%20ni%20utsuru%20soukyokuteki%20kyokusen%20no%20kouzou.pdf","already-present","198882","9401A5F1D4E8ADACC3F034C4611AE4630FD90C6C4D60902312EC230549138E38"
"Minamide --- Explicit estimates in inter-universal Teichmuller theory (in progress).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Minamide%20---%20Explicit%20estimates%20in%20inter-universal%20Teichmuller%20theory%20(in%20progress).pdf","already-present","93973","09C4B31E63E824F410A5B6DDA3C41AEDF5385CCD51828FD4D15797E38B245F44"
"Minamide --- Introduction to Combinatorial Anabelian Geometry III.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Minamide%20---%20Introduction%20to%20Combinatorial%20Anabelian%20Geometry%20III.pdf","already-present","143814","A7AF2B92987E5BFCEC0BE7FF6A688250836DB45A69C9633B6CEBF3CEFD23E39C"
"Mochiifu.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Mochiifu.pdf","already-present","115066","997F86F493351B81205A6DB55EB4BC556B555E19ADA63AF0772F11843071C974"
"Monomorphisms in Categories of Log Schemes.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Monomorphisms%20in%20Categories%20of%20Log%20Schemes.pdf","already-present","487083","E695D40452B96BA100E1270A7D29C179EAB7C26F41CA4DBC005E7F74DB9C9CC8"
"Nodally Nondegenerate Outer Representations (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Nodally%20Nondegenerate%20Outer%20Representations%20(comments).pdf","already-present","46774","5F1D1693294768C7937F554A8263D6608A175204871FA6422ABE4B854BF20DB9"
"Nodally Nondegenerate Outer Representations.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Nodally%20Nondegenerate%20Outer%20Representations.pdf","already-present","575079","8391B6A3D6840E1F4E21256075C90C063B2EB1437D4750870D194036E6623EF0"
"Noncritical Belyi Maps (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Noncritical%20Belyi%20Maps%20(comments).pdf","already-present","23241","8FA3BA26EE629ACEBC77E8E53CE08CAFFF29CF31A1898FC121D03B50302F8C31"
"Noncritical Belyi Maps.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Noncritical%20Belyi%20Maps.pdf","already-present","114455","D59B8BF5BBED7FEA124345330AD81DF284747457C03D7CB07BAA0F4EBD38CE2C"
"Numerical invariants and distinguished subgroups of configuration spaces.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Numerical%20invariants%20and%20distinguished%20subgroups%20of%20configuration%20spaces.pdf","already-present","439909","DC0F31D2AD00626E10BD572B476A9AE9C00B11067C612D00A1D1F53AC5888F18"
"On Semi-positivity and Filtered Frobenius Crystals.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/On%20Semi-positivity%20and%20Filtered%20Frobenius%20Crystals.pdf","already-present","147758","54D7F028C510091406232504BB1E49BCAF40E4B9BFBD68D19827721E2693EF09"
"On the Essential Logical Structure of IUT I, II, III (marked up version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/On%20the%20Essential%20Logical%20Structure%20of%20IUT%20I,%20II,%20III%20(marked%20up%20version).pdf","already-present","3771227","885FA2A32D9025186F348E1A4B25B70168F7E8D1AC530F5ED01C837FDF04B90E"
"On the Essential Logical Structure of IUT I, II, III, IV, V (marked up version 2021-12-14).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/On%20the%20Essential%20Logical%20Structure%20of%20IUT%20I,%20II,%20III,%20IV,%20V%20(marked%20up%20version%202021-12-14).pdf","already-present","1244213","36190F75EA52E91CAAD03428FE75BC6FEDFCAA944DCC6EF6DF6F327CCB798092"
"On the Essential Logical Structure of IUT I, II, III, IV, V.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/On%20the%20Essential%20Logical%20Structure%20of%20IUT%20I,%20II,%20III,%20IV,%20V.pdf","already-present","242063","D368C9AA0776FCC64CEBFA6A7676F7F7CA4B6E429F00917A4D70FEFFF2F5382E"
"On the Essential Logical Structure of IUT IV, V (marked up version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/On%20the%20Essential%20Logical%20Structure%20of%20IUT%20IV,%20V%20(marked%20up%20version).pdf","already-present","2236520","95B7DA42C4FF5F9FD5D16C5452ADA218B4EEA86BE0DDA3E2819134FCBF366A96"
"Overview of Combinatorial Anabelian Geometry (marked up version).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Overview%20of%20Combinatorial%20Anabelian%20Geometry%20(marked%20up%20version).pdf","already-present","472991","475B537C38E6D348AD08168E941B9499131B673DC5F38DE9CF162C9FEE533E59"
"Overview of Combinatorial Anabelian Geometry (Microsoft Whiteboard Image).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Overview%20of%20Combinatorial%20Anabelian%20Geometry%20(Microsoft%20Whiteboard%20Image).pdf","already-present","3373199","B20C361349EE4776D0D16ED78621DB14F82346E57CB6BC413DA13129995B675F"
"Overview of Combinatorial Anabelian Geometry.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Overview%20of%20Combinatorial%20Anabelian%20Geometry.pdf","already-present","89932","75FFAFB5ADA4189A0FF3F25575DA3CD78B2480C5EC6EDF9CC0B6F1C8B33C44D1"
"Panoramic Overview of Inter-universal Teichmuller Theory (comments).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Panoramic%20Overview%20of%20Inter-universal%20Teichmuller%20Theory%20(comments).pdf","already-present","28808","0EFC4F2F3D9705BD7AE46E039DE11B63B76D136ECF89C298D010C6E576A20173"
"Panoramic Overview of Inter-universal Teichmuller Theory.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Panoramic%20Overview%20of%20Inter-universal%20Teichmuller%20Theory.pdf","already-present","372426","EB42575F73D69D1F28E949EB9E52593DD17D1B85C15CC8B44FDFD12AE86B708B"
"Pop-Stix-comments.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Pop-Stix-comments.pdf","already-present","69043","FA234642F8544C6D05351C945F8509B489A8CC1A0503029BD846933E48B3364C"
"p-shin Hodge riron+Grothendieck yosou+hyoujunteki tsuujou kyokusen (1997nen izen).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/p-shin%20Hodge%20riron+Grothendieck%20yosou+hyoujunteki%20tsuujou%20kyokusen%20(1997nen%20izen).pdf","already-present","198045","23891FD38F7A9783EAFAFE409EAA034133AEFA74950214AE38F141D3A122EAF7"
"p-shin Teichmuller riron no kaisetsu (Hokudai 2001-01).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/p-shin%20Teichmuller%20riron%20no%20kaisetsu%20(Hokudai%202001-01).pdf","already-present","226988","F2A16B97D08562B6DDE074305AFBAC1100B6AFDCDD49AEABC15D72CF43244B1B"
"Report on a certain series of preprints (2024-03).pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Report%20on%20a%20certain%20series%20of%20preprints%20(2024-03).pdf","already-present","116571","F6636E2C6B48745BE95EAAB5435416C88445FF963AFC27EBE2470FE9C80DB9F7"
"Resolution of Nonsingularities for Arbitrary Hyperbolic Curves.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Resolution%20of%20Nonsingularities%20for%20Arbitrary%20Hyperbolic%20Curves.pdf","already-present","726641","DA10DAD8F243BB8703C0D570F4DDDA5CEB432EE539471DC6413E313715747DAE"
"Responses to questions on Frobenioids.pdf","https://www.kurims.kyoto-u.ac.jp/~motizuki/Responses%20to%20questions%20on%20Frobenioids.pdf","already-present","109843","2EE1B38C1F298D2021BD2E12F2831BDB1A7540BEE661CB319418D414FAEEA50B"
